account_id,account_number,primary_customer_id,product_id,branch_id,open_date,currency,current_balance_thb,available_balance_thb,status
ACC00015318,985-0-64198-3,CUS0009506,PRD-CUR01,BR0049,2020-02-20,THB,3109.02,3046.84,Closed
ACC00015319,446-5-66600-4,CUS0000027,PRD-SAV01,BR0036,2024-10-05,THB,187553.9,183802.82,Active
ACC00015320,679-6-34848-9,CUS0000223,PRD-SAV01,BR0029,2025-08-19,THB,63308.17,62042.01,Active
ACC00015321,475-2-37938-4,CUS0003005,PRD-SAV01,BR0025,2024-04-20,THB,187510.04,183759.84,Active
ACC00015322,133-2-84191-6,CUS0004648,PRD-CUR01,BR0034,2019-01-07,THB,1635502.9,1602792.84,Active
ACC00015323,260-6-45712-7,CUS0000498,PRD-CUR01,BR0018,2021-05-22,THB,4186.49,4102.76,Closed
ACC00015324,590-9-15062-0,CUS0003578,PRD-SAV01,BR0009,2018-08-07,THB,15895.45,15577.54,Active
ACC00015325,245-7-86493-7,CUS0003242,PRD-CUR01,BR0025,2023-03-06,THB,19914.47,19516.18,Closed
ACC00015326,860-3-39728-1,CUS0007336,PRD-SAL01,BR0030,2021-08-16,THB,28747.1,28172.16,Active
ACC00015327,905-0-61699-5,CUS0004405,PRD-SAL01,BR0019,2024-04-11,THB,734.96,720.26,Active
ACC00015328,328-6-61775-4,CUS0000036,PRD-CUR01,BR0032,2024-11-18,THB,1128759.41,1106184.22,Active
ACC00015329,753-0-30840-1,CUS0000006,PRD-CUR01,BR0034,2023-02-04,THB,14733.87,14439.19,Active
ACC00015330,577-3-40010-0,CUS0008542,PRD-CUR01,BR0004,2023-11-12,THB,154204.41,151120.32,Active
ACC00015331,928-5-19731-5,CUS0001457,PRD-SAL01,BR0016,2023-08-25,THB,35373.98,34666.5,Active
ACC00015332,949-7-78395-6,CUS0005266,PRD-CUR01,BR0010,2022-05-02,THB,6734.02,6599.34,Active
ACC00015333,952-4-43219-3,CUS0005508,PRD-SAV01,BR0011,2023-12-03,THB,377024.92,369484.42,Active
ACC00015334,235-0-91767-5,CUS0001606,PRD-CUR01,BR0016,2024-06-17,THB,1497869.43,1467912.04,Closed
ACC00015335,165-5-82934-7,CUS0002588,PRD-CUR01,BR0037,2021-08-15,THB,5740.97,5626.15,Active
ACC00015336,730-5-48474-4,CUS0008939,PRD-SAL01,BR0020,2019-06-15,THB,359782.12,352586.48,Active
ACC00015337,718-1-25117-9,CUS0005806,PRD-SAV02,BR0038,2021-06-03,THB,14786.11,14490.39,Active
ACC00015338,383-6-44105-2,CUS0005930,PRD-SAV01,BR0013,2022-04-13,THB,1853200.45,1816136.44,Active
ACC00015339,502-8-73471-6,CUS0001357,PRD-SAL01,BR0026,2020-06-27,THB,144441.65,141552.82,Active
ACC00015340,499-6-48365-8,CUS0000060,PRD-CUR01,BR0004,2019-03-02,THB,918685.99,900312.27,Active
ACC00015341,721-5-64699-0,CUS0009866,PRD-SAV01,BR0027,2025-07-31,THB,197298.27,193352.3,Active
ACC00015342,506-3-20457-2,CUS0005678,PRD-SAV01,BR0007,2024-09-13,THB,1900587.91,1862576.15,Active
ACC00015343,608-4-75373-4,CUS0001562,PRD-SAL01,BR0026,2024-07-25,THB,12384.58,12136.89,Active
ACC00015344,556-8-86131-2,CUS0005591,PRD-CUR01,BR0032,2020-11-08,THB,19351.94,18964.9,Active
ACC00015345,614-5-78462-9,CUS0009819,PRD-CUR01,BR0005,2022-04-30,THB,1981631.93,1941999.29,Active
ACC00015346,647-9-39881-5,CUS0000340,PRD-SAL01,BR0031,2019-07-12,THB,173947.24,170468.3,Active
ACC00015347,912-6-18345-1,CUS0000044,PRD-SAV01,BR0002,2024-09-20,THB,174350.7,170863.69,Active
ACC00015348,995-1-34552-4,CUS0000138,PRD-CUR01,BR0035,2020-11-30,THB,5532.23,5421.59,Active
ACC00015349,895-5-90482-5,CUS0009859,PRD-SAL01,BR0049,2019-04-28,THB,142888.93,140031.15,Active
ACC00015350,602-8-79852-7,CUS0005936,PRD-SAL01,BR0013,2026-02-22,THB,1521431.99,1491003.35,Active
ACC00015351,226-9-88742-4,CUS0004477,PRD-SAL01,BR0013,2024-07-18,THB,180.11,176.51,Active
ACC00015352,157-1-36286-8,CUS0001791,PRD-CUR01,BR0047,2025-04-25,THB,185021.35,181320.92,Active
ACC00015353,738-6-51653-9,CUS0002714,PRD-SAV01,BR0043,2022-03-25,THB,70342.66,68935.81,Active
ACC00015354,578-8-67877-3,CUS0007043,PRD-SAV01,BR0015,2023-07-21,THB,68749.23,67374.25,Active
ACC00015355,274-0-96697-4,CUS0004006,PRD-SAL01,BR0028,2025-02-12,THB,1135766.42,1113051.09,Active
ACC00015356,224-2-31374-2,CUS0006685,PRD-SAV01,BR0015,2019-06-04,THB,131077.79,128456.23,Active
ACC00015357,395-3-84597-1,CUS0009299,PRD-SAL01,BR0033,2019-03-05,THB,279701.32,274107.29,Dormant
ACC00015358,170-9-77431-9,CUS0006686,PRD-SAL01,BR0041,2021-11-14,THB,330541.93,323931.09,Active
ACC00015359,674-1-93927-2,CUS0009647,PRD-SAV01,BR0029,2020-07-19,THB,783929.66,768251.07,Active
ACC00015360,505-7-22432-9,CUS0004139,PRD-SAV02,BR0019,2019-09-10,THB,13983.34,13703.67,Active
ACC00015361,166-7-94936-4,CUS0005332,PRD-SAV02,BR0024,2019-12-20,THB,4971.58,4872.15,Active
ACC00015362,561-5-95721-0,CUS0003234,PRD-CUR01,BR0033,2025-07-19,THB,1088364.3,1066597.01,Active
ACC00015363,294-2-19929-0,CUS0006442,PRD-CUR01,BR0043,2020-11-04,THB,7796.95,7641.01,Active
ACC00015364,591-9-91955-2,CUS0007763,PRD-CUR01,BR0025,2023-06-27,THB,16386.54,16058.81,Active
ACC00015365,895-2-35883-2,CUS0009837,PRD-SAV02,BR0037,2024-07-27,THB,16642.79,16309.93,Active
ACC00015366,950-1-41763-6,CUS0005937,PRD-SAV02,BR0003,2021-01-04,THB,145499.81,142589.81,Active
ACC00015367,132-6-74634-1,CUS0004648,PRD-SAV02,BR0018,2023-08-13,THB,113053.13,110792.07,Active
ACC00015368,593-9-33347-1,CUS0002132,PRD-CUR01,BR0037,2020-06-09,THB,14002.36,13722.31,Active
ACC00015369,353-8-14567-2,CUS0005551,PRD-SAV01,BR0019,2026-03-17,THB,123168.04,120704.68,Active
ACC00015370,600-1-49873-4,CUS0006236,PRD-SAV02,BR0003,2024-12-17,THB,9057.37,8876.22,Active
ACC00015371,549-0-17603-6,CUS0005868,PRD-SAL01,BR0025,2019-11-08,THB,739353.77,724566.69,Active
ACC00015372,453-7-63897-3,CUS0000410,PRD-SAL01,BR0010,2023-04-24,THB,95454.17,93545.09,Active
ACC00015373,553-4-77765-2,CUS0005346,PRD-SAV01,BR0028,2019-09-26,THB,87096.95,85355.01,Active
ACC00015374,358-5-39040-4,CUS0008307,PRD-SAV01,BR0045,2020-07-13,THB,17761.08,17405.86,Active
ACC00015375,439-4-86819-4,CUS0002128,PRD-SAV02,BR0038,2022-05-24,THB,227635.0,223082.3,Active
ACC00015376,494-9-82926-6,CUS0002462,PRD-SAL01,BR0032,2019-04-24,THB,37506.92,36756.78,Active
ACC00015377,500-5-32671-0,CUS0006111,PRD-SAV01,BR0029,2022-03-22,THB,396372.33,388444.88,Active
ACC00015378,648-9-15306-0,CUS0003495,PRD-CUR01,BR0037,2023-12-08,THB,1037972.04,1017212.6,Active
ACC00015379,969-1-61220-8,CUS0004179,PRD-SAV02,BR0025,2026-04-30,THB,84741.34,83046.51,Active
ACC00015380,655-2-42972-8,CUS0002940,PRD-SAV02,BR0026,2025-11-17,THB,1082301.63,1060655.6,Active
ACC00015381,144-8-61549-5,CUS0006146,PRD-SAL01,BR0045,2022-04-29,THB,502170.95,492127.53,Active
ACC00015382,820-7-64330-5,CUS0002530,PRD-SAV01,BR0010,2021-11-14,THB,9293.1,9107.24,Dormant
ACC00015383,389-4-27736-6,CUS0004461,PRD-SAV02,BR0048,2018-03-09,THB,179150.25,175567.24,Active
ACC00015384,730-1-43894-5,CUS0005467,PRD-SAV01,BR0021,2019-06-18,THB,674885.03,661387.33,Closed
ACC00015385,772-9-44654-9,CUS0005508,PRD-SAL01,BR0041,2018-01-21,THB,17785.28,17429.57,Active
ACC00015386,775-2-50595-7,CUS0001912,PRD-SAV02,BR0033,2021-02-17,THB,1821702.55,1785268.5,Active
ACC00015387,404-0-55690-0,CUS0008147,PRD-SAL01,BR0034,2021-09-13,THB,2575.89,2524.37,Active
ACC00015388,189-0-26229-0,CUS0002775,PRD-CUR01,BR0045,2021-11-24,THB,14495.65,14205.74,Active
ACC00015389,656-5-24337-7,CUS0009150,PRD-CUR01,BR0050,2024-03-14,THB,47114.22,46171.94,Active
ACC00015390,979-2-72096-2,CUS0006963,PRD-SAV02,BR0037,2018-04-03,THB,1500679.54,1470665.95,Active
ACC00015391,792-4-60804-6,CUS0000707,PRD-SAV01,BR0026,2024-11-02,THB,63406.0,62137.88,Active
ACC00015392,210-3-21468-9,CUS0003703,PRD-CUR01,BR0024,2018-03-15,THB,1698112.67,1664150.42,Active
ACC00015393,447-8-21110-8,CUS0006670,PRD-SAV02,BR0040,2024-07-01,THB,697858.47,683901.3,Closed
ACC00015394,134-2-13283-8,CUS0006648,PRD-CUR01,BR0020,2018-06-23,THB,120283.93,117878.25,Active
ACC00015395,781-6-41477-1,CUS0005201,PRD-SAV02,BR0005,2019-02-06,THB,384381.68,376694.05,Active
ACC00015396,162-0-63895-9,CUS0000638,PRD-SAV02,BR0032,2020-07-06,THB,11297.81,11071.85,Active
ACC00015397,146-7-24386-9,CUS0007268,PRD-SAV02,BR0021,2024-10-04,THB,16819.08,16482.7,Active
ACC00015398,650-0-98156-6,CUS0003592,PRD-SAV02,BR0017,2026-02-28,THB,8458.87,8289.69,Closed
ACC00015399,604-3-51552-3,CUS0005055,PRD-SAV02,BR0041,2022-11-26,THB,1226389.27,1201861.48,Active
ACC00015400,198-1-12689-1,CUS0008384,PRD-CUR01,BR0009,2025-08-13,THB,12655.38,12402.27,Active
ACC00015401,239-6-42548-4,CUS0006552,PRD-SAV02,BR0022,2020-01-14,THB,1583305.31,1551639.2,Active
ACC00015402,922-1-48654-2,CUS0005871,PRD-SAV01,BR0038,2020-12-07,THB,148882.72,145905.07,Active
ACC00015403,196-5-16819-5,CUS0000908,PRD-CUR01,BR0008,2023-08-25,THB,195357.02,191449.88,Active
ACC00015404,422-3-42666-4,CUS0004594,PRD-CUR01,BR0049,2026-03-08,THB,18949.12,18570.14,Active
ACC00015405,854-5-72480-2,CUS0007736,PRD-SAV02,BR0021,2023-06-19,THB,12634.76,12382.06,Active
ACC00015406,402-3-70529-9,CUS0005930,PRD-SAV02,BR0015,2024-05-03,THB,127293.31,124747.44,Active
ACC00015407,839-3-71766-6,CUS0000170,PRD-SAV02,BR0001,2024-02-01,THB,14279.8,13994.2,Active
ACC00015408,932-7-47198-0,CUS0001965,PRD-SAL01,BR0038,2022-02-06,THB,1199900.96,1175902.94,Active
ACC00015409,398-0-85879-7,CUS0007672,PRD-SAL01,BR0049,2018-12-04,THB,1763018.28,1727757.91,Active
ACC00015410,763-3-96159-1,CUS0005319,PRD-SAV02,BR0029,2024-07-23,THB,60447.04,59238.1,Active
ACC00015411,642-5-87963-7,CUS0001396,PRD-CUR01,BR0006,2019-03-12,THB,35913.34,35195.07,Active
ACC00015412,744-8-18870-1,CUS0008858,PRD-SAL01,BR0014,2018-05-13,THB,106519.14,104388.76,Active
ACC00015413,956-2-78306-6,CUS0005509,PRD-CUR01,BR0019,2021-08-20,THB,17603.31,17251.24,Active
ACC00015414,739-3-41276-8,CUS0008802,PRD-SAV02,BR0034,2019-01-19,THB,1883732.51,1846057.86,Active
ACC00015415,641-9-54446-7,CUS0004363,PRD-SAV01,BR0024,2019-06-26,THB,37016.89,36276.55,Active
ACC00015416,915-6-40722-8,CUS0003972,PRD-SAV02,BR0001,2025-05-21,THB,380339.41,372732.62,Active
ACC00015417,620-4-61664-8,CUS0002844,PRD-SAL01,BR0040,2021-08-31,THB,4383.3,4295.63,Dormant
ACC00015418,457-4-95991-0,CUS0005694,PRD-SAV02,BR0023,2019-08-03,THB,12808.83,12552.65,Active
ACC00015419,385-2-77874-1,CUS0007602,PRD-SAL01,BR0030,2024-03-18,THB,120548.67,118137.7,Active
ACC00015420,578-0-34391-6,CUS0000878,PRD-SAL01,BR0049,2021-10-10,THB,385363.52,377656.25,Active
ACC00015421,765-4-54670-9,CUS0000043,PRD-SAV02,BR0041,2023-08-06,THB,9311.75,9125.52,Active
ACC00015422,814-2-41830-0,CUS0007182,PRD-SAV02,BR0014,2024-12-21,THB,575057.89,563556.73,Active
ACC00015423,893-9-41655-4,CUS0006706,PRD-CUR01,BR0016,2026-03-31,THB,187252.29,183507.24,Active
ACC00015424,889-7-39880-4,CUS0003023,PRD-CUR01,BR0048,2019-11-19,THB,7533.95,7383.27,Active
ACC00015425,945-4-32476-5,CUS0006967,PRD-SAL01,BR0010,2020-10-07,THB,118805.96,116429.84,Active
ACC00015426,896-7-77169-9,CUS0005552,PRD-SAV01,BR0010,2019-03-04,THB,1577412.64,1545864.39,Active
ACC00015427,344-4-63747-7,CUS0009450,PRD-CUR01,BR0027,2019-07-15,THB,10522.69,10312.24,Active
ACC00015428,498-5-77920-8,CUS0000735,PRD-SAV02,BR0043,2018-07-04,THB,8041.18,7880.36,Active
ACC00015429,762-2-92240-1,CUS0008322,PRD-SAV02,BR0018,2019-07-14,THB,2958.06,2898.9,Active
ACC00015430,720-0-54777-4,CUS0004234,PRD-SAL01,BR0015,2024-10-10,THB,145072.45,142171.0,Active
ACC00015431,473-8-84257-8,CUS0005525,PRD-SAV01,BR0039,2020-04-30,THB,11218.95,10994.57,Active
ACC00015432,202-2-76797-1,CUS0000777,PRD-SAV01,BR0039,2023-09-03,THB,92306.57,90460.44,Active
ACC00015433,377-3-60807-6,CUS0000216,PRD-SAL01,BR0048,2019-05-19,THB,1433240.75,1404575.94,Active
ACC00015434,985-0-51964-4,CUS0000414,PRD-CUR01,BR0046,2019-07-20,THB,317513.51,311163.24,Closed
ACC00015435,528-4-20311-4,CUS0006916,PRD-SAL01,BR0013,2018-08-12,THB,8502.23,8332.19,Active
ACC00015436,272-5-67495-6,CUS0005733,PRD-SAV02,BR0024,2019-01-10,THB,528051.61,517490.58,Active
ACC00015437,810-7-46313-4,CUS0000344,PRD-CUR01,BR0008,2019-12-27,THB,852689.64,835635.85,Active
ACC00015438,156-9-72224-2,CUS0006679,PRD-SAL01,BR0042,2021-10-06,THB,1900807.33,1862791.18,Active
ACC00015439,928-2-10296-1,CUS0002885,PRD-SAV01,BR0049,2025-06-05,THB,1583619.83,1551947.43,Active
ACC00015440,727-1-72641-1,CUS0009811,PRD-SAV02,BR0024,2018-07-07,THB,5306.97,5200.83,Active
ACC00015441,128-7-97837-0,CUS0009881,PRD-SAV02,BR0021,2022-03-13,THB,72549.19,71098.21,Active
ACC00015442,907-8-49779-3,CUS0002611,PRD-CUR01,BR0031,2018-03-15,THB,1683518.4,1649848.03,Active
ACC00015443,263-1-89250-7,CUS0002873,PRD-CUR01,BR0021,2021-03-31,THB,6056.39,5935.26,Active
ACC00015444,412-3-82510-7,CUS0004273,PRD-CUR01,BR0028,2026-04-08,THB,18135.33,17772.62,Active
ACC00015445,574-0-40772-0,CUS0001785,PRD-SAV02,BR0007,2024-06-27,THB,17411.74,17063.51,Active
ACC00015446,861-3-27861-9,CUS0002025,PRD-SAV01,BR0003,2022-12-14,THB,187393.56,183645.69,Active
ACC00015447,111-9-83825-7,CUS0007180,PRD-CUR01,BR0029,2019-10-09,THB,467934.4,458575.71,Closed
ACC00015448,806-6-44880-6,CUS0007073,PRD-SAL01,BR0030,2024-09-14,THB,10848.62,10631.65,Active
ACC00015449,714-2-17525-1,CUS0000465,PRD-SAL01,BR0037,2021-10-13,THB,23697.54,23223.59,Active
ACC00015450,989-2-68402-9,CUS0001551,PRD-CUR01,BR0041,2026-04-08,THB,6729.02,6594.44,Active
ACC00015451,546-2-20309-4,CUS0008978,PRD-SAL01,BR0008,2021-02-11,THB,1072.81,1051.35,Active
ACC00015452,664-1-18273-8,CUS0005149,PRD-SAV02,BR0030,2022-08-18,THB,1088510.83,1066740.61,Closed
ACC00015453,661-1-53468-4,CUS0002577,PRD-CUR01,BR0039,2018-03-13,THB,108178.65,106015.08,Active
ACC00015454,533-6-60302-7,CUS0000976,PRD-SAV01,BR0026,2020-08-22,THB,100778.29,98762.72,Active
ACC00015455,498-6-29610-9,CUS0005398,PRD-SAV02,BR0005,2023-04-21,THB,163572.95,160301.49,Dormant
ACC00015456,516-1-46196-2,CUS0009737,PRD-SAL01,BR0028,2023-12-03,THB,18106.27,17744.14,Active
ACC00015457,158-5-14967-5,CUS0004870,PRD-SAV01,BR0009,2023-05-31,THB,572146.95,560704.01,Active
ACC00015458,805-4-54094-4,CUS0003633,PRD-SAL01,BR0004,2018-09-11,THB,553349.99,542282.99,Active
ACC00015459,822-6-72265-0,CUS0004197,PRD-SAL01,BR0019,2024-10-29,THB,82342.79,80695.93,Active
ACC00015460,650-6-64589-1,CUS0006273,PRD-SAV02,BR0030,2021-11-28,THB,181833.04,178196.38,Active
ACC00015461,835-1-58364-1,CUS0009765,PRD-SAL01,BR0018,2022-10-30,THB,13777.63,13502.08,Active
ACC00015462,324-9-98344-7,CUS0006016,PRD-SAV02,BR0015,2025-06-15,THB,42168.63,41325.26,Dormant
ACC00015463,886-9-50482-4,CUS0001781,PRD-SAL01,BR0044,2018-07-10,THB,1220444.93,1196036.03,Active
ACC00015464,136-2-60131-0,CUS0006018,PRD-SAL01,BR0047,2024-11-05,THB,76276.57,74751.04,Active
ACC00015465,893-9-61597-1,CUS0004578,PRD-CUR01,BR0025,2020-05-28,THB,6081.54,5959.91,Active
ACC00015466,426-8-53454-7,CUS0003330,PRD-CUR01,BR0006,2023-09-27,THB,148259.51,145294.32,Active
ACC00015467,505-0-25743-8,CUS0009172,PRD-SAV01,BR0008,2021-01-28,THB,175145.34,171642.43,Active
ACC00015468,588-9-29247-9,CUS0006572,PRD-SAV02,BR0007,2021-07-24,THB,1201265.66,1177240.35,Active
ACC00015469,790-1-42605-1,CUS0004592,PRD-SAV02,BR0048,2024-07-25,THB,1917354.74,1879007.65,Active
ACC00015470,517-3-50294-9,CUS0006349,PRD-SAL01,BR0027,2021-08-17,THB,9400.94,9212.92,Active
ACC00015471,549-6-70377-9,CUS0004463,PRD-CUR01,BR0022,2022-07-01,THB,1060843.89,1039627.01,Closed
ACC00015472,265-7-21415-0,CUS0005223,PRD-CUR01,BR0021,2022-06-04,THB,7620.89,7468.47,Active
ACC00015473,287-0-35213-2,CUS0001385,PRD-SAV01,BR0004,2024-10-26,THB,43649.5,42776.51,Active
ACC00015474,693-8-61359-8,CUS0006580,PRD-SAL01,BR0017,2021-11-06,THB,14000.43,13720.42,Active
ACC00015475,692-0-65237-1,CUS0007253,PRD-SAV01,BR0037,2020-12-23,THB,1932979.87,1894320.27,Active
ACC00015476,668-7-68377-6,CUS0009873,PRD-CUR01,BR0031,2018-11-08,THB,152821.8,149765.36,Active
ACC00015477,691-3-24043-4,CUS0000783,PRD-SAV02,BR0031,2023-07-02,THB,1165610.84,1142298.62,Active
ACC00015478,221-8-37526-5,CUS0004298,PRD-CUR01,BR0023,2025-01-01,THB,73233.71,71769.04,Active
ACC00015479,704-1-20825-3,CUS0002506,PRD-SAV02,BR0043,2024-08-22,THB,1306845.7,1280708.79,Active
ACC00015480,344-6-97680-4,CUS0009991,PRD-SAL01,BR0015,2019-04-18,THB,875280.15,857774.55,Active
ACC00015481,742-7-55600-6,CUS0005542,PRD-SAV01,BR0043,2024-05-11,THB,26869.08,26331.7,Dormant
ACC00015482,286-1-49735-3,CUS0000620,PRD-SAL01,BR0024,2019-05-29,THB,1364383.84,1337096.16,Active
ACC00015483,646-4-13231-2,CUS0001068,PRD-CUR01,BR0026,2021-08-09,THB,349083.4,342101.73,Active
ACC00015484,342-5-50311-9,CUS0007028,PRD-SAV01,BR0035,2023-09-23,THB,16608.28,16276.11,Active
ACC00015485,494-0-51451-5,CUS0003808,PRD-SAV02,BR0043,2021-12-05,THB,1794368.6,1758481.23,Active
ACC00015486,632-5-99635-7,CUS0008522,PRD-CUR01,BR0025,2021-03-23,THB,75281.76,73776.12,Active
ACC00015487,729-6-82309-7,CUS0008092,PRD-SAL01,BR0037,2020-04-18,THB,14006.75,13726.62,Active
ACC00015488,535-0-96192-9,CUS0007044,PRD-SAV01,BR0037,2025-05-24,THB,174321.07,170834.65,Active
ACC00015489,962-3-81653-0,CUS0005434,PRD-SAL01,BR0001,2020-03-13,THB,10949.3,10730.31,Active
ACC00015490,490-1-26075-4,CUS0009523,PRD-SAL01,BR0015,2019-01-24,THB,384657.39,376964.24,Active
ACC00015491,169-6-93128-7,CUS0000405,PRD-SAV01,BR0048,2025-12-15,THB,1990.31,1950.5,Active
ACC00015492,237-9-39311-3,CUS0008444,PRD-CUR01,BR0028,2022-10-25,THB,965831.94,946515.3,Active
ACC00015493,354-2-71625-6,CUS0008536,PRD-SAV01,BR0026,2022-06-30,THB,380686.22,373072.5,Active
ACC00015494,235-0-90064-9,CUS0002513,PRD-CUR01,BR0032,2019-03-04,THB,856060.96,838939.74,Active
ACC00015495,351-9-50098-7,CUS0003729,PRD-SAL01,BR0038,2025-03-03,THB,191647.21,187814.27,Active
ACC00015496,583-0-86237-9,CUS0000455,PRD-SAL01,BR0048,2024-05-24,THB,15834.14,15517.46,Active
ACC00015497,612-9-55833-4,CUS0008060,PRD-CUR01,BR0001,2024-06-26,THB,1249427.06,1224438.52,Active
ACC00015498,585-0-55600-7,CUS0007546,PRD-SAV02,BR0020,2018-12-16,THB,1256550.62,1231419.61,Active
ACC00015499,744-7-49396-7,CUS0002011,PRD-SAV01,BR0004,2022-06-26,THB,198180.46,194216.85,Active
ACC00015500,796-3-96317-7,CUS0005814,PRD-SAV02,BR0002,2018-04-11,THB,1280977.18,1255357.64,Active
ACC00015501,380-1-98419-5,CUS0008544,PRD-SAV01,BR0002,2022-12-22,THB,18099.03,17737.05,Active
ACC00015502,829-7-40799-7,CUS0006829,PRD-SAL01,BR0050,2024-07-11,THB,44770.01,43874.61,Active
ACC00015503,194-2-50135-9,CUS0008775,PRD-SAV01,BR0026,2025-09-01,THB,8392.65,8224.8,Active
ACC00015504,260-6-48853-2,CUS0000250,PRD-SAV02,BR0019,2018-06-15,THB,9207.53,9023.38,Active
ACC00015505,754-6-92365-9,CUS0009944,PRD-SAV02,BR0046,2024-04-07,THB,738694.29,723920.4,Active
ACC00015506,764-0-21664-4,CUS0009386,PRD-CUR01,BR0010,2021-09-26,THB,9951.92,9752.88,Active
ACC00015507,209-1-66749-5,CUS0006158,PRD-SAV01,BR0020,2020-11-14,THB,150334.37,147327.68,Active
ACC00015508,318-4-17740-3,CUS0004085,PRD-CUR01,BR0046,2019-09-29,THB,579977.06,568377.52,Active
ACC00015509,941-4-58684-0,CUS0003748,PRD-SAV01,BR0013,2025-07-14,THB,297552.53,291601.48,Active
ACC00015510,336-7-55476-8,CUS0009484,PRD-SAL01,BR0039,2024-03-09,THB,155175.22,152071.72,Active
ACC00015511,381-0-92263-8,CUS0000800,PRD-CUR01,BR0036,2020-03-18,THB,11017.14,10796.8,Active
ACC00015512,647-7-53521-6,CUS0004705,PRD-SAV01,BR0019,2024-03-18,THB,67990.78,66630.96,Closed
ACC00015513,793-2-53928-3,CUS0001111,PRD-CUR01,BR0029,2018-09-21,THB,1555417.71,1524309.36,Active
ACC00015514,114-8-81007-5,CUS0002943,PRD-CUR01,BR0033,2022-05-02,THB,105548.26,103437.29,Active
ACC00015515,428-6-50494-9,CUS0009453,PRD-SAV01,BR0006,2024-05-20,THB,28502.68,27932.63,Active
ACC00015516,416-7-50763-5,CUS0002026,PRD-CUR01,BR0025,2018-07-18,THB,106197.35,104073.4,Dormant
ACC00015517,943-9-53003-4,CUS0003983,PRD-SAV01,BR0002,2025-05-19,THB,116833.87,114497.19,Active
ACC00015518,660-4-28709-9,CUS0004288,PRD-SAL01,BR0007,2019-11-01,THB,1081390.48,1059762.67,Active
ACC00015519,258-6-46582-6,CUS0000779,PRD-SAL01,BR0001,2018-02-17,THB,1961742.39,1922507.54,Active
ACC00015520,911-9-91894-1,CUS0004708,PRD-CUR01,BR0018,2025-04-08,THB,161382.0,158154.36,Active
ACC00015521,339-9-14249-2,CUS0009921,PRD-SAV01,BR0036,2022-02-22,THB,19729.72,19335.13,Active
ACC00015522,248-3-50913-2,CUS0000870,PRD-SAV02,BR0040,2023-09-19,THB,1370801.33,1343385.3,Active
ACC00015523,436-7-22381-9,CUS0006701,PRD-SAV01,BR0029,2024-08-01,THB,60646.4,59433.47,Active
ACC00015524,545-0-41431-2,CUS0006727,PRD-SAV01,BR0009,2020-02-16,THB,110157.11,107953.97,Active
ACC00015525,647-9-28497-1,CUS0008360,PRD-SAL01,BR0013,2018-08-25,THB,141627.97,138795.41,Active
ACC00015526,542-4-85291-9,CUS0002809,PRD-SAL01,BR0023,2019-08-01,THB,55263.94,54158.66,Active
ACC00015527,591-7-39840-5,CUS0005121,PRD-SAV01,BR0014,2024-10-30,THB,4218.22,4133.86,Active
ACC00015528,141-2-88143-0,CUS0001526,PRD-SAV01,BR0005,2018-07-28,THB,121797.68,119361.73,Active
ACC00015529,139-8-34882-4,CUS0001413,PRD-SAL01,BR0036,2023-02-02,THB,4906.47,4808.34,Active
ACC00015530,506-9-50911-7,CUS0004703,PRD-CUR01,BR0008,2023-05-18,THB,245880.92,240963.3,Active
ACC00015531,315-2-27194-1,CUS0009785,PRD-CUR01,BR0004,2022-01-08,THB,18210.43,17846.22,Active
ACC00015532,600-2-93618-4,CUS0005574,PRD-SAL01,BR0031,2019-04-04,THB,163723.56,160449.09,Active
ACC00015533,178-0-25585-9,CUS0005276,PRD-SAV01,BR0021,2024-11-17,THB,834604.52,817912.43,Active
ACC00015534,185-7-18532-0,CUS0002063,PRD-SAV01,BR0030,2022-08-26,THB,1114103.97,1091821.89,Active
ACC00015535,576-2-83684-6,CUS0009561,PRD-SAV01,BR0006,2025-05-22,THB,13136.42,12873.69,Active
ACC00015536,600-7-90217-5,CUS0000201,PRD-SAL01,BR0003,2021-03-11,THB,139360.17,136572.97,Active
ACC00015537,154-1-55963-5,CUS0002471,PRD-CUR01,BR0030,2024-01-04,THB,72254.73,70809.64,Active
ACC00015538,200-1-13111-9,CUS0002770,PRD-SAV02,BR0025,2021-12-24,THB,697009.79,683069.59,Active
ACC00015539,429-6-17411-3,CUS0009908,PRD-SAV02,BR0043,2025-04-03,THB,1806696.41,1770562.48,Active
ACC00015540,175-5-33836-9,CUS0000059,PRD-SAV01,BR0013,2023-05-24,THB,16615.59,16283.28,Active
ACC00015541,992-2-68120-5,CUS0005775,PRD-SAV01,BR0022,2024-04-16,THB,1543081.81,1512220.17,Closed
ACC00015542,444-9-38157-2,CUS0002609,PRD-CUR01,BR0001,2020-12-22,THB,906377.83,888250.27,Active
ACC00015543,633-5-94133-1,CUS0006788,PRD-SAL01,BR0023,2022-10-06,THB,1311171.22,1284947.8,Active
ACC00015544,536-5-57181-0,CUS0000756,PRD-SAV01,BR0019,2023-07-29,THB,1653.09,1620.03,Dormant
ACC00015545,860-6-40154-4,CUS0002262,PRD-CUR01,BR0015,2019-03-16,THB,1618538.59,1586167.82,Active
ACC00015546,515-3-72208-1,CUS0006312,PRD-SAV02,BR0034,2021-06-30,THB,102920.97,100862.55,Closed
ACC00015547,943-9-86626-9,CUS0007285,PRD-SAL01,BR0050,2019-01-03,THB,39235.11,38450.41,Active
